"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","successUpdatePutUser()","","Thu Jan 29 20:39:40 UTC 2026","failed","Thu Jan 29 20:39:40 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","78","successRegisterUser()","","Thu Jan 29 20:39:40 UTC 2026","failed","Thu Jan 29 20:39:40 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","113","successDeleteUser(String) [1] 2","","Thu Jan 29 20:39:39 UTC 2026","failed","Thu Jan 29 20:39:39 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","82","successGetUser(String) [1] 1","","Thu Jan 29 20:39:40 UTC 2026","failed","Thu Jan 29 20:39:40 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","65","unSuccessDeleteUser(String) [1] asdasd","","Thu Jan 29 20:39:40 UTC 2026","failed","Thu Jan 29 20:39:40 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","1150","unSuccessUpdatePutUser()","","Thu Jan 29 20:39:39 UTC 2026","failed","Thu Jan 29 20:39:40 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","2606","unSuccessGetUser(String) [1] 13","","Thu Jan 29 20:39:36 UTC 2026","failed","Thu Jan 29 20:39:38 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","103","unSuccessRegisterUser()","","Thu Jan 29 20:39:40 UTC 2026","failed","Thu Jan 29 20:39:40 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
