"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2264","unSuccessGetUser(String) [1] 13","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","120","unSuccessDeleteUser(String) [1] asdasd","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","217","unSuccessRegisterUser()","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","200","successGetUser(String) [1] 1","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","136","successUpdatePutUser()","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","204","successDeleteUser(String) [1] 2","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","204","successRegisterUser()","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","1161","unSuccessUpdatePutUser()","","2026-08-07","failed","2026-08-07","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
