"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","366","successUpdatePutUser()","","Wed Aug 13 20:29:45 UTC 2025","failed","Wed Aug 13 20:29:46 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","228","unSuccessDeleteUser(String) [1] asdasd","","Wed Aug 13 20:29:46 UTC 2025","failed","Wed Aug 13 20:29:46 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","253","unSuccessRegisterUser()","","Wed Aug 13 20:29:46 UTC 2025","failed","Wed Aug 13 20:29:46 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","1278","unSuccessUpdatePutUser()","","Wed Aug 13 20:29:44 UTC 2025","failed","Wed Aug 13 20:29:45 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","2399","unSuccessGetUser(String) [1] 13","","Wed Aug 13 20:29:41 UTC 2025","failed","Wed Aug 13 20:29:44 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","352","successRegisterUser()","","Wed Aug 13 20:29:46 UTC 2025","failed","Wed Aug 13 20:29:47 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","244","successDeleteUser(String) [1] 2","","Wed Aug 13 20:29:44 UTC 2025","failed","Wed Aug 13 20:29:44 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","341","successGetUser(String) [1] 1","","Wed Aug 13 20:29:46 UTC 2025","failed","Wed Aug 13 20:29:46 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
