"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2582","unSuccessGetUser(String) [1] 13","","Mon Sep 01 20:25:41 UTC 2025","failed","Mon Sep 01 20:25:44 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","320","unSuccessDeleteUser(String) [1] asdasd","","Mon Sep 01 20:25:47 UTC 2025","failed","Mon Sep 01 20:25:47 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","1270","unSuccessUpdatePutUser()","","Mon Sep 01 20:25:44 UTC 2025","failed","Mon Sep 01 20:25:46 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","261","successDeleteUser(String) [1] 2","","Mon Sep 01 20:25:44 UTC 2025","failed","Mon Sep 01 20:25:44 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","259","successRegisterUser()","","Mon Sep 01 20:25:47 UTC 2025","failed","Mon Sep 01 20:25:47 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","154","successUpdatePutUser()","","Mon Sep 01 20:25:46 UTC 2025","failed","Mon Sep 01 20:25:46 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","268","unSuccessRegisterUser()","","Mon Sep 01 20:25:46 UTC 2025","failed","Mon Sep 01 20:25:46 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","690","successGetUser(String) [1] 1","","Mon Sep 01 20:25:46 UTC 2025","passed","Mon Sep 01 20:25:47 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
