"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","208","successRegisterUser()","","Thu May 15 20:28:40 GMT 2025","failed","Thu May 15 20:28:40 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","1301","unSuccessUpdatePutUser()","","Thu May 15 20:28:38 GMT 2025","failed","Thu May 15 20:28:39 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","227","unSuccessRegisterUser()","","Thu May 15 20:28:39 GMT 2025","failed","Thu May 15 20:28:39 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","220","unSuccessDeleteUser(String) [1] asdasd","","Thu May 15 20:28:40 GMT 2025","failed","Thu May 15 20:28:40 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","2480","unSuccessGetUser(String) [1] 13","","Thu May 15 20:28:35 GMT 2025","failed","Thu May 15 20:28:37 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","216","successUpdatePutUser()","","Thu May 15 20:28:39 GMT 2025","failed","Thu May 15 20:28:39 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","223","successGetUser(String) [1] 1","","Thu May 15 20:28:39 GMT 2025","failed","Thu May 15 20:28:40 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","219","successDeleteUser(String) [1] 2","","Thu May 15 20:28:37 GMT 2025","failed","Thu May 15 20:28:38 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
