"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","213","successDeleteUser(String) [1] 2","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","118","successRegisterUser()","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","1262","unSuccessUpdatePutUser()","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","135","successUpdatePutUser()","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","197","unSuccessDeleteUser(String) [1] asdasd","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","200","unSuccessRegisterUser()","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","185","successGetUser(String) [1] 1","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","2507","unSuccessGetUser(String) [1] 13","","2026-06-27","failed","2026-06-27","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
