"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","203","successDeleteUser(String) [1] 2","","Sat May 23 21:01:48 UTC 2026","failed","Sat May 23 21:01:48 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","1080","unSuccessUpdatePutUser()","","Sat May 23 21:01:48 UTC 2026","failed","Sat May 23 21:01:49 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","206","unSuccessRegisterUser()","","Sat May 23 21:01:49 UTC 2026","failed","Sat May 23 21:01:50 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","195","successRegisterUser()","","Sat May 23 21:01:50 UTC 2026","failed","Sat May 23 21:01:50 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","185","unSuccessDeleteUser(String) [1] asdasd","","Sat May 23 21:01:50 UTC 2026","failed","Sat May 23 21:01:50 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","191","successGetUser(String) [1] 1","","Sat May 23 21:01:50 UTC 2026","failed","Sat May 23 21:01:50 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","2307","unSuccessGetUser(String) [1] 13","","Sat May 23 21:01:46 UTC 2026","failed","Sat May 23 21:01:48 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","124","successUpdatePutUser()","","Sat May 23 21:01:49 UTC 2026","failed","Sat May 23 21:01:49 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
