"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2619","unSuccessGetUser(String) [1] 13","","Sun Sep 21 20:25:35 UTC 2025","failed","Sun Sep 21 20:25:38 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","141","unSuccessDeleteUser(String) [1] asdasd","","Sun Sep 21 20:25:41 UTC 2025","failed","Sun Sep 21 20:25:41 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","244","successRegisterUser()","","Sun Sep 21 20:25:41 UTC 2025","failed","Sun Sep 21 20:25:41 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","237","successGetUser(String) [1] 1","","Sun Sep 21 20:25:40 UTC 2025","failed","Sun Sep 21 20:25:41 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","242","successDeleteUser(String) [1] 2","","Sun Sep 21 20:25:38 UTC 2025","failed","Sun Sep 21 20:25:38 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","1492","unSuccessUpdatePutUser()","","Sun Sep 21 20:25:38 UTC 2025","failed","Sun Sep 21 20:25:40 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","214","unSuccessRegisterUser()","","Sun Sep 21 20:25:40 UTC 2025","failed","Sun Sep 21 20:25:40 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","257","successUpdatePutUser()","","Sun Sep 21 20:25:40 UTC 2025","failed","Sun Sep 21 20:25:40 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
