"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3148","unSuccessGetUser(String) [1] 13","","Mon Mar 17 20:25:48 GMT 2025","passed","Mon Mar 17 20:25:51 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","305","unSuccessDeleteUser(String) [1] asdasd","","Mon Mar 17 20:25:54 GMT 2025","failed","Mon Mar 17 20:25:54 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","360","successUpdatePutUser()","","Mon Mar 17 20:25:53 GMT 2025","passed","Mon Mar 17 20:25:53 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","107","successGetUser(String) [1] 1","","Mon Mar 17 20:25:54 GMT 2025","passed","Mon Mar 17 20:25:54 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","1354","unSuccessUpdatePutUser()","","Mon Mar 17 20:25:51 GMT 2025","failed","Mon Mar 17 20:25:53 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","335","successDeleteUser(String) [1] 2","","Mon Mar 17 20:25:51 GMT 2025","passed","Mon Mar 17 20:25:51 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","659","successRegisterUser()","","Mon Mar 17 20:25:54 GMT 2025","passed","Mon Mar 17 20:25:55 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","336","unSuccessRegisterUser()","","Mon Mar 17 20:25:53 GMT 2025","passed","Mon Mar 17 20:25:54 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
