"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","229","successDeleteUser(String) [1] 2","","Tue May 13 20:28:15 GMT 2025","failed","Tue May 13 20:28:15 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","666","successGetUser(String) [1] 1","","Tue May 13 20:28:17 GMT 2025","passed","Tue May 13 20:28:17 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","278","unSuccessRegisterUser()","","Tue May 13 20:28:17 GMT 2025","failed","Tue May 13 20:28:17 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","272","successUpdatePutUser()","","Tue May 13 20:28:16 GMT 2025","failed","Tue May 13 20:28:17 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","2434","unSuccessGetUser(String) [1] 13","","Tue May 13 20:28:12 GMT 2025","failed","Tue May 13 20:28:15 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","211","unSuccessDeleteUser(String) [1] asdasd","","Tue May 13 20:28:17 GMT 2025","failed","Tue May 13 20:28:18 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","1162","unSuccessUpdatePutUser()","","Tue May 13 20:28:15 GMT 2025","failed","Tue May 13 20:28:16 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","228","successRegisterUser()","","Tue May 13 20:28:18 GMT 2025","failed","Tue May 13 20:28:18 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
