"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69","successDeleteUser(String) [1] 2","","Tue Mar 24 20:51:37 UTC 2026","failed","Tue Mar 24 20:51:37 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","66","successRegisterUser()","","Tue Mar 24 20:51:38 UTC 2026","failed","Tue Mar 24 20:51:39 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","53","unSuccessDeleteUser(String) [1] asdasd","","Tue Mar 24 20:51:38 UTC 2026","failed","Tue Mar 24 20:51:38 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","76","unSuccessRegisterUser()","","Tue Mar 24 20:51:38 UTC 2026","failed","Tue Mar 24 20:51:38 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","59","successGetUser(String) [1] 1","","Tue Mar 24 20:51:38 UTC 2026","failed","Tue Mar 24 20:51:38 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","79","successUpdatePutUser()","","Tue Mar 24 20:51:38 UTC 2026","failed","Tue Mar 24 20:51:38 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","2521","unSuccessGetUser(String) [1] 13","","Tue Mar 24 20:51:34 UTC 2026","failed","Tue Mar 24 20:51:37 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","1047","unSuccessUpdatePutUser()","","Tue Mar 24 20:51:37 UTC 2026","failed","Tue Mar 24 20:51:38 UTC 2026","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
