"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","533","successRegisterUser()","","2026-09-24","passed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","326","successDeleteUser(String) [1] 2","","2026-09-24","passed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","371","successGetUser(String) [1] 1","","2026-09-24","passed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","3026","unSuccessGetUser(String) [1] 13","","2026-09-24","passed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","1286","unSuccessUpdatePutUser()","","2026-09-24","failed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","199","unSuccessDeleteUser(String) [1] asdasd","","2026-09-24","failed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","271","successUpdatePutUser()","","2026-09-24","passed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","335","unSuccessRegisterUser()","","2026-09-24","passed","2026-09-24","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
