"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","536","successGetUser(String) [1] 1","","Tue Oct 28 20:30:03 UTC 2025","failed","Tue Oct 28 20:30:03 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","140","successUpdatePutUser()","","Tue Oct 28 20:30:03 UTC 2025","failed","Tue Oct 28 20:30:03 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
"","314","successDeleteUser(String) [1] 2","","Tue Oct 28 20:30:01 UTC 2025","failed","Tue Oct 28 20:30:01 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","1435","unSuccessUpdatePutUser()","","Tue Oct 28 20:30:01 UTC 2025","failed","Tue Oct 28 20:30:03 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","120","unSuccessDeleteUser(String) [1] asdasd","","Tue Oct 28 20:30:03 UTC 2025","failed","Tue Oct 28 20:30:04 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","2529","unSuccessGetUser(String) [1] 13","","Tue Oct 28 20:29:58 UTC 2025","failed","Tue Oct 28 20:30:01 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","355","successRegisterUser()","","Tue Oct 28 20:30:04 UTC 2025","failed","Tue Oct 28 20:30:04 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","143","unSuccessRegisterUser()","","Tue Oct 28 20:30:03 UTC 2025","failed","Tue Oct 28 20:30:03 UTC 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
