"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","122","successGetUser(String) [1] 1","","Sat Apr 05 20:23:41 GMT 2025","passed","Sat Apr 05 20:23:41 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successGetUser"
"","2924","unSuccessGetUser(String) [1] 13","","Sat Apr 05 20:23:36 GMT 2025","passed","Sat Apr 05 20:23:39 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessGetUser"
"","234","successDeleteUser(String) [1] 2","","Sat Apr 05 20:23:39 GMT 2025","passed","Sat Apr 05 20:23:39 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successDeleteUser"
"","206","unSuccessDeleteUser(String) [1] asdasd","","Sat Apr 05 20:23:41 GMT 2025","failed","Sat Apr 05 20:23:41 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessDeleteUser"
"","280","successRegisterUser()","","Sat Apr 05 20:23:41 GMT 2025","passed","Sat Apr 05 20:23:41 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successRegisterUser"
"","1118","unSuccessUpdatePutUser()","","Sat Apr 05 20:23:39 GMT 2025","failed","Sat Apr 05 20:23:40 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessUpdatePutUser"
"","239","unSuccessRegisterUser()","","Sat Apr 05 20:23:40 GMT 2025","passed","Sat Apr 05 20:23:41 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","unSuccessRegisterUser"
"","257","successUpdatePutUser()","","Sat Apr 05 20:23:40 GMT 2025","passed","Sat Apr 05 20:23:40 GMT 2025","","ServiceTest.RestTest","ServiceTest.RestTest","successUpdatePutUser"
